Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng
20251,TDDT,162395,162395,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D4-104
20251,TDDT,162396,162396,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D4-304
20251,TDDT,162397,162397,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162398,162398,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162403,162403,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",D8-502
20251,TDDT,162404,162404,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D8-502
20251,TDDT,162404,162404,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-502
20251,TDDT,162405,162405,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D8-502
20251,TDDT,162406,162406,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68S,1,Thu,0645-1005,1,4,Sáng,"2-9,11-19",TC-208
20251,TDDT,162425,162425,ET2012,Kỹ thuật điện tử,2(2-0-1-4),Cơ điện tử-K68C,1,Tue,1410-1550,3,4,Chiều,"2-9,11-19",D8-503
20251,TDDT,162426,162426,ET2012,Kỹ thuật điện tử,2(2-0-1-4),Cơ điện tử-K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D8-503
20251,TDDT,162442,162442,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Tue,1410-1550,3,4,Chiều,"2-9,11-19",TC-207
20251,TDDT,162443,162443,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",TC-207
20251,TDDT,162444,162444,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1230-1400,1,2,Chiều,"2-9,11-19",TC-207
20251,TDDT,162445,162445,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1410-1550,3,4,Chiều,"2-9,11-19",TC-207
20251,TDDT,162446,162446,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1600-1730,5,6,Chiều,"2-9,11-19",TC-207
20251,TDDT,162510,162510,EE4829,Điều khiển nối mạng,2(2-1-0-4),Cơ điện tử - MĐ 4-K67S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-209
20251,TDDT,162559,162559,EE6868,Động cơ điện và điều khiển,3(3-0-1-6),KSCS - Cơ điện tử-C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D4-104
20251,TDDT,162565,162565,EE4342,Hệ thống điều khiển thông minh,3(3-1-0-6),"KSCS - Cơ điện tử - MĐ 3,4-C",1,Tue,1410-1730,3,6,Chiều,"2-9,11-19",D4-206
20251,TDDT,162617,162617,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",TC-307
20251,TDDT,162618,162618,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-307
20251,TDDT,162619,162619,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",TC-407
20251,TDDT,162620,162620,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",TC-407
20251,TDDT,162621,162621,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",TC-407
20251,TDDT,162656,162656,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",TC-512
20251,TDDT,162657,162657,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-513
20251,TDDT,162658,162658,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D4-206
20251,TDDT,162770,162770,EE2017,Kỹ thuật điện-điện tử,3(2-1-1-6),Nhiệt-K69S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-505
20251,TDDT,162771,162771,EE2017,Kỹ thuật điện-điện tử,3(2-1-1-6),Nhiệt-K69S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-505
20251,TDDT,162791,162791,EE3245,Thiết bị đóng cắt và bảo vệ,3(2-1-1-6),Nhiệt-K68C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D8-101
20251,TDDT,162842,162842,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),KT điện-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-407
20251,TDDT,162843,162843,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),KT điện-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",TC-407
20251,TDDT,162844,162844,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),KT điện-K69C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D7-203
20251,TDDT,162845,162845,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),KT điện-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D7-203
20251,TDDT,162869,162869,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D4-304
20251,TDDT,162870,162870,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D4-304
20251,TDDT,162871,162871,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D4-404
20251,TDDT,162872,162872,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D4-404
20251,TDDT,162873,162873,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",D4-404
20251,TDDT,162874,162874,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D4-404
20251,TDDT,162875,162875,EE2000,Tín hiệu và hệ thống,3(3-0-1-6),ĐK & TĐH-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",D8-102
20251,TDDT,162876,162876,EE2031,Trường điện từ,3(3-0-1-6),ĐK & TĐH-K69C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D8-104
20251,TDDT,162877,162877,EE2031,Trường điện từ,3(3-0-1-6),ĐK & TĐH-K69C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",D8-104
20251,TDDT,162878,162878,EE2031,Trường điện từ,3(3-0-1-6),ĐK & TĐH-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D8-101
20251,TDDT,162879,162879,EE2031,Trường điện từ,3(3-0-1-6),ĐK & TĐH-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D8-101
20251,TDDT,162880,162880,EE2031,Trường điện từ,3(3-0-1-6),ĐK & TĐH-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D8-102
20251,TDDT,162881,162881,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",TC-207
20251,TDDT,162882,162882,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",TC-207
20251,TDDT,162883,162883,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",TC-207
20251,TDDT,162884,162884,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",TC-207
20251,TDDT,162885,162885,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",TC-307
20251,TDDT,162886,162886,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),ĐK & TĐH-K69S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-307
20251,TDDT,162887,162887,EE3482,Vật liệu điện,3(3-0-1-6),KT Điện-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D4-306
20251,TDDT,162888,162888,EE3482,Vật liệu điện,3(3-0-1-6),KT Điện-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D4-306
20251,TDDT,162889,162889,EE3482,Vật liệu điện,3(3-0-1-6),KT Điện-K68C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",TC-510
20251,TDDT,162890,162890,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),KT Điện-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D4-304
20251,TDDT,162891,162891,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),KT Điện-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D4-304
20251,TDDT,162892,162892,EE3425,Hệ thống cung cấp điện,3(3-0-1-6),KT Điện-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-408
20251,TDDT,162893,162893,EE3425,Hệ thống cung cấp điện,3(3-0-1-6),KT Điện-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-408
20251,TDDT,162894,162894,EE3245,Thiết bị đóng cắt và bảo vệ,3(2-1-1-6),KT Điện-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-101
20251,TDDT,162895,162895,EE3245,Thiết bị đóng cắt và bảo vệ,3(2-1-1-6),KT Điện-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-101
20251,TDDT,162896,162896,EE3110,Kỹ thuật đo lường,3(3-0-1-6),KT Điện-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D4-305
20251,TDDT,162897,162897,EE3110,Kỹ thuật đo lường,3(3-0-1-6),KT Điện-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D4-305
20251,TDDT,162898,162898,EE3410,Điện tử công suất,3(3-0-1-6),KT Điện-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D4-404
20251,TDDT,162899,162899,EE3410,Điện tử công suất,3(3-0-1-6),KT Điện-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D4-404
20251,TDDT,162900,162900,EE3289,Cơ sở điều khiển tự động,4(3-1-1-8),KT Điện-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-101
20251,TDDT,162901,162901,EE3289,Cơ sở điều khiển tự động,4(3-1-1-8),KT Điện-K68S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D8-101
20251,TDDT,162902,162902,EE3101,Các nguồn năng lượng tái tạo,2(2-0-0-4),KT Điện-K68S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-101
20251,TDDT,162903,162903,EE3101,Các nguồn năng lượng tái tạo,2(2-0-0-4),KT Điện-K68S,1,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D8-101
20251,TDDT,162904,162904,EE2111,Điện tử tương tự và số,4(3-1-1-8),KT Điện-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-503
20251,TDDT,162905,162905,EE2111,Điện tử tương tự và số,4(3-1-1-8),KT Điện-K68S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D4-305
20251,TDDT,162906,162906,EE3140,Máy điện I,3(3-0-1-6),KT Điện-K68C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",TC-407
20251,TDDT,162908,162908,EE3140,Máy điện I,3(3-0-1-6),ĐK & TĐH-K68C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",TC-407
20251,TDDT,162909,162909,EE3140,Máy điện I,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D8-102
20251,TDDT,162910,162910,EE3140,Máy điện I,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D8-104
20251,TDDT,162911,162911,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),ĐK & TĐH-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D7-204
20251,TDDT,162912,162912,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),(Blend)-ĐK & TĐH-K68C,1,Wed,1230-1400,1,2,Chiều,"2-9,11-19",D7-202
20251,TDDT,162913,162913,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),(Blend)-ĐK & TĐH-K68C,1,Wed,1410-1550,3,4,Chiều,"2-9,11-19",D7-202
20251,TDDT,162914,162914,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-104
20251,TDDT,162915,162915,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-102
20251,TDDT,162916,162916,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D8-104
20251,TDDT,162917,162917,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D8-102
20251,TDDT,162918,162918,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162919,162919,EE2130,Thiết kế hệ thống số,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162920,162920,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D8-102
20251,TDDT,162921,162921,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D8-104
20251,TDDT,162922,162922,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162923,162923,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162924,162924,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-104
20251,TDDT,162925,162925,EE3410,Điện tử công suất,3(3-0-1-6),ĐK & TĐH-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-102
20251,TDDT,162926,162926,EE3491,Kỹ thuật lập trình,2(2-1-0-4),ĐK & TĐH-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D8-102
20251,TDDT,162927,162927,EE3491,Kỹ thuật lập trình,2(2-1-0-4),ĐK & TĐH-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D8-104
20251,TDDT,162928,162928,EE3491,Kỹ thuật lập trình,2(2-1-0-4),ĐK & TĐH-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-104
20251,TDDT,162929,162929,EE3491,Kỹ thuật lập trình,2(2-1-0-4),ĐK & TĐH-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-102
20251,TDDT,162930,162930,EE3491,Kỹ thuật lập trình,2(2-1-0-4),ĐK & TĐH-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162931,162931,EE3510,Truyền động điện,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D8-104
20251,TDDT,162932,162932,EE3510,Truyền động điện,3(3-0-1-6),ĐK & TĐH-K68S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D8-102
20251,TDDT,162933,162933,EE2110,Điện tử tương tự,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-104
20251,TDDT,162934,162934,EE2110,Điện tử tương tự,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-102
20251,TDDT,162935,162935,EE2110,Điện tử tương tự,3(3-0-1-6),ĐK & TĐH-K68S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162936,162936,EE3110,Kỹ thuật đo lường,3(3-0-1-6),ĐK & TĐH-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D8-104
20251,TDDT,162937,162937,EE3110,Kỹ thuật đo lường,3(3-0-1-6),ĐK & TĐH-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D8-102
20251,TDDT,162938,162938,EE3110,Kỹ thuật đo lường,3(3-0-1-6),ĐK & TĐH-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162939,162939,EE3110,Kỹ thuật đo lường,3(3-0-1-6),ĐK & TĐH-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162940,162940,EE3480,Vi xử lý,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D9-404
20251,TDDT,162941,162941,EE3480,Vi xử lý,3(3-0-1-6),ĐK & TĐH-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D9-404
20251,TDDT,162942,162942,EE3480,Vi xử lý,3(3-0-1-6),ĐK & TĐH-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D9-505
20251,TDDT,162943,162943,EE3288,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),ĐK & TĐH-K68C,1,Mon,1230-1550,1,4,Chiều,"2-9,11-19",D8-104
20251,TDDT,162944,162944,EE3288,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),ĐK & TĐH-K68C,1,Mon,1600-1730,5,6,Chiều,"2-9,11-19",D8-104
20251,TDDT,162944,162944,EE3288,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),ĐK & TĐH-K68C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",D8-104
20251,TDDT,162946,162946,EE2023,Technical Writing and Presentation,3(2-2-0-6),KT Điện-K67C,1,Mon,1230-1550,1,4,Chiều,"2-9,11-19",D8-307
20251,TDDT,162947,162947,EE2023,Technical Writing and Presentation,3(2-2-0-6),KT Điện-K67C,1,Mon,1600-1730,5,6,Chiều,"2-9,11-19",D8-307
20251,TDDT,162947,162947,EE2023,Technical Writing and Presentation,3(2-2-0-6),KT Điện-K67C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-307
20251,TDDT,162948,162948,EE2023,Technical Writing and Presentation,3(2-2-0-6),KT Điện-K67C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D8-307
20251,TDDT,162951,162951,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),KT Điện-K67C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D8-302
20251,TDDT,162952,162952,EE4082,Kỹ thuật chiếu sáng,3(3-1-0-6),KT Điện-mô đun 1-K67C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",D8-305
20251,TDDT,162953,162953,EE4205,Máy điện trong thiết bị tự động và điều khiển,2(2-1-0-4),KT Điện-mô đun 1-K67C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D8-305
20251,TDDT,162954,162954,EE3070,Điều khiển máy điện,3(3-0-1-6),KT Điện-mô đun 1-K67C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D7-503
20251,TDDT,162955,162955,EE3428,Hệ thống BMS cho tòa nhà,3(3-0-0-6),KT Điện-mô đun 1-K67C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D7-503
20251,TDDT,162956,162956,EE4032,Nhà máy điện và trạm biến áp,3(3-1-0-6),KT Điện-mô đun 2-K67C,1,Mon,1230-1550,1,4,Chiều,"2-9,11-19",D7-505
20251,TDDT,162957,162957,EE4032,Nhà máy điện và trạm biến áp,3(3-1-0-6),KT Điện-mô đun 2-K67C,1,Mon,1600-1730,5,6,Chiều,"2-9,11-19",D7-505
20251,TDDT,162957,162957,EE4032,Nhà máy điện và trạm biến áp,3(3-1-0-6),KT Điện-mô đun 2-K67C,2,Wed,1230-1400,1,2,Chiều,"2-9,11-19",D7-505
20251,TDDT,162958,162958,EE4042,Rơle bảo vệ trong hệ thống điện,3(3-1-0-6),KT Điện-mô đun 2-K67C,1,Wed,1410-1730,3,6,Chiều,"2-9,11-19",D7-505
20251,TDDT,162959,162959,EE4052,Kỹ thuật điện cao áp,3(3-1-0-6),KT Điện-mô đun 2-K67C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D8-506
20251,TDDT,162960,162960,EE4010,Lưới điện,3(3-1-0-8),KT Điện-mô đun 2-K67C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D8-506
20251,TDDT,162960,162960,EE4010,Lưới điện,3(3-1-0-8),KT Điện-mô đun 2-K67C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-506
20251,TDDT,162961,162961,EE4020,Ngắn mạch trong hệ thống điện,3(3-1-0-6),KT Điện-mô đun 2-K67C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",D8-506
20251,TDDT,162962,162962,EE4220,Điều khiển logic và PLC,3(3-0-1-6),ĐK & TĐH-K67S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D9-502
20251,TDDT,162963,162963,EE4220,Điều khiển logic và PLC,3(3-0-1-6),ĐK & TĐH-K67S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D9-503
20251,TDDT,162964,162964,EE4220,Điều khiển logic và PLC,3(3-0-1-6),ĐK & TĐH-K67S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",TC-511
20251,TDDT,162965,162965,EE4220,Điều khiển logic và PLC,3(3-0-1-6),ĐK & TĐH-K67S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",TC-512
20251,TDDT,162966,162966,EE4220,Điều khiển logic và PLC,3(3-0-1-6),ĐK & TĐH-K67S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D3-404
20251,TDDT,162967,162967,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),ĐK & TĐH-K67S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D9-502
