Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng
20251,TDDT,162968,162968,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),ĐK & TĐH-K67S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D9-503
20251,TDDT,162969,162969,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),ĐK & TĐH-K67S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",TC-511
20251,TDDT,162970,162970,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),ĐK & TĐH-K67S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",TC-512
20251,TDDT,162971,162971,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Tue,0645-1005,1,4,Sáng,"2-9,11-19",D8-309
20251,TDDT,162972,162972,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Tue,1015-1145,5,6,Sáng,"2-9,11-19",D8-309
20251,TDDT,162972,162972,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,2,Thu,0645-0815,1,2,Sáng,"2-9,11-19",D8-309
20251,TDDT,162973,162973,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Thu,0825-1145,3,6,Sáng,"2-9,11-19",D8-309
20251,TDDT,162974,162974,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-303
20251,TDDT,162975,162975,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-303
20251,TDDT,162975,162975,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,2,Fri,0645-0815,1,2,Sáng,"2-9,11-19",D8-303
20251,TDDT,162976,162976,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67S,1,Fri,0825-1145,3,6,Sáng,"2-9,11-19",D8-303
20251,TDDT,162977,162977,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67C,1,Mon,1230-1550,1,4,Chiều,"2-9,11-19",D8-305
20251,TDDT,162978,162978,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67C,1,Mon,1600-1730,5,6,Chiều,"2-9,11-19",D8-305
20251,TDDT,162978,162978,EE2023,Technical Writing and Presentation,3(2-2-0-6),ĐK & TĐH-K67C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",D8-303
20251,TDDT,162979,162979,EE3550,Điều khiển quá trình,3(3-0-1-6),ĐK & TĐH-K67C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",TC-407
20251,TDDT,162980,162980,EE3550,Điều khiển quá trình,3(3-0-1-6),ĐK & TĐH-K67C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",TC-407
20251,TDDT,162981,162981,EE3550,Điều khiển quá trình,3(3-0-1-6),ĐK & TĐH-K67S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D7-204
20251,TDDT,162982,162982,EE3426,Hệ thống cung cấp điện (BTL),3(3-1-0-6),ĐK & TĐH-K67C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",TC-510
20251,TDDT,162983,162983,EE3426,Hệ thống cung cấp điện (BTL),3(3-1-0-6),ĐK & TĐH-K67C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",TC-510
20251,TDDT,162984,162984,EE3426,Hệ thống cung cấp điện (BTL),3(3-1-0-6),ĐK & TĐH-K67C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-510
20251,TDDT,162985,162985,EE3426,Hệ thống cung cấp điện (BTL),3(3-1-0-6),ĐK & TĐH-K67C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",TC-510
20251,TDDT,162986,162986,EE4331,Điều khiển Điện tử công suất,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",TC-510
20251,TDDT,162987,162987,EE4331,Điều khiển Điện tử công suất,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",TC-511
20251,TDDT,162987,162987,EE4331,Điều khiển Điện tử công suất,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",TC-511
20251,TDDT,162988,162988,EE4331,Điều khiển Điện tử công suất,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",TC-510
20251,TDDT,162989,162989,EE4331,Điều khiển Điện tử công suất,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Wed,1230-1550,1,4,Chiều,"2-9,11-19",TC-512
20251,TDDT,162990,162990,EE4332,Thiết kế truyền động điện,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",TC-510
20251,TDDT,162990,162990,EE4332,Thiết kế truyền động điện,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",TC-510
20251,TDDT,162991,162991,EE4332,Thiết kế truyền động điện,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",TC-511
20251,TDDT,162992,162992,EE4332,Thiết kế truyền động điện,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",TC-511
20251,TDDT,162993,162993,EE4332,Thiết kế truyền động điện,3(3-1-0-6),ĐK & TĐH - MĐ 1-K67S,1,Mon,0645-1005,1,4,Sáng,"2-9,11-19",D9-503
20251,TDDT,162994,162994,EE4334,Hệ thống sản xuất tích hợp máy tính (CIM),2(2-0-1-4),ĐK & TĐH - MĐ 1-K67C,1,Wed,1230-1400,1,2,Chiều,"2-9,11-19",TC-511
20251,TDDT,162995,162995,EE4334,Hệ thống sản xuất tích hợp máy tính (CIM),2(2-0-1-4),ĐK & TĐH - MĐ 1-K67C,1,Wed,1410-1550,3,4,Chiều,"2-9,11-19",TC-511
20251,TDDT,162996,162996,EE4334,Hệ thống sản xuất tích hợp máy tính (CIM),2(2-0-1-4),ĐK & TĐH - MĐ 1-K67C,1,Wed,1600-1730,5,6,Chiều,"2-9,11-19",TC-511
20251,TDDT,162997,162997,EE4334,Hệ thống sản xuất tích hợp máy tính (CIM),2(2-0-1-4),ĐK & TĐH - MĐ 1-K67S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",D9-503
20251,TDDT,162998,162998,EE4401,Thiết kế hệ điều khiển nhúng,3(2-2-0-6),ĐK & TĐH - MĐ 2-K67C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",TC-512
20251,TDDT,162999,162999,EE4430,Mô hình hóa và mô phỏng hệ thống điều khiển,2(2-1-0-4),ĐK & TĐH - MĐ 2-K67C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",TC-511
20251,TDDT,163000,163000,EE4435,Hệ thống điều khiển số,3(3-0-1-6),ĐK & TĐH - MĐ 2-K67C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-511
20251,TDDT,163001,163001,EE4502,Kỹ thuật cảm biến ,3(3-0-1-6),ĐK & TĐH - MĐ 3-K67C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",TC-511
20251,TDDT,163002,163002,EE4502,Kỹ thuật cảm biến ,3(3-0-1-6),ĐK & TĐH - MĐ 3-K67C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",TC-511
20251,TDDT,163003,163003,EE4251,Thiết kế hệ thống nhúng,3(3-1-0-6),ĐK & TĐH - MĐ 3-K67C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",TC-512
20251,TDDT,163003,163003,EE4251,Thiết kế hệ thống nhúng,3(3-1-0-6),ĐK & TĐH - MĐ 3-K67C,2,Thu,1230-1400,1,2,Chiều,"2-9,11-19",TC-512
20251,TDDT,163004,163004,EE4251,Thiết kế hệ thống nhúng,3(3-1-0-6),ĐK & TĐH - MĐ 3-K67C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",TC-512
20251,TDDT,163005,163005,EE4552,Mạng cảm biến không dây,2(2-1-0-4),ĐK & TĐH - MĐ 3-K67C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",TC-512
20251,TDDT,163006,163006,EE4552,Mạng cảm biến không dây,2(2-1-0-4),ĐK & TĐH - MĐ 3-K67C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-512
20251,TDDT,163007,163007,EE4560,Công nghệ chế tạo thiết bị điện công nghiệp,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D7-503
20251,TDDT,163008,163008,EE4561,Thiết kế máy điện công nghiệp,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D7-506
20251,TDDT,163009,163009,EE4562,Thiết kế thiết bị đóng cắt và bảo vệ,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D7-506
20251,TDDT,163010,163010,EE4565,Thiết bị đóng cắt hiện đại,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D7-506
20251,TDDT,163011,163011,EE4563,Thiết kế thiết bị điều khiển máy điện,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D7-506
20251,TDDT,163012,163012,EE4564,Máy điện nâng cao,2(2-1-0-4),KSCS - Thiết bị điện -S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D7-503
20251,TDDT,163013,163013,EE4461,Tích hợp các nguồn năng lượng mới,2(2-1-0-4),KSCS - Hệ thống điện-S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D7-506
20251,TDDT,163014,163014,EE4128,Tối ưu hoá chế độ hệ thống điện,2(2-1-0-4),KSCS - Hệ thống điện-S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D7-506
20251,TDDT,163015,163015,EE4018,Tự động hoá HTĐ,3(3-1-0-6),KSCS - Hệ thống điện-S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D7-506
20251,TDDT,163016,163016,EE5232,SCADA trong hệ thống điện,2(2-0-0-4),KSCS - Hệ thống điện-S,1,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D7-506
20251,TDDT,163017,163017,EE4460,Thị trường điện,2(2-1-0-4),KSCS - Hệ thống điện-S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D7-503
20251,TDDT,163018,163018,EE4314,Quy hoạch phát triển hệ thống điện,2(2-1-0-4),KSCS - Hệ thống điện-S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D7-503
20251,TDDT,163020,163020,EE4273,Thử nghiệm và thí nghiệm thiết bị điện,2(2-1-0-4),KSCS - KT điện - TC-C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D7-504
20251,TDDT,163021,163021,EE4462,Nhà máy điện gió và mặt trời ,2(2-1-0-4),KSCS - KT điện - TC-C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D7-504
20251,TDDT,163022,163022,EE4112,Nhà máy thuỷ điện,2(2-0-0-4),KSCS - KT điện - TC-C,1,Mon,1410-1550,3,4,Chiều,"2-9,11-19",D8-501
20251,TDDT,163023,163023,EE5160,Vận hành nhà máy điện ,2(2-0-0-4),KSCS - KT điện - TC-C,1,Mon,1600-1730,5,6,Chiều,"2-9,11-19",D8-501
20251,TDDT,163024,163024,EE4115,Ổn định của hệ thống điện,2(2-1-0-4),KSCS - KT điện - TC-C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",D7-506
20251,TDDT,163025,163025,EE5061,Sử dụng máy tính trong phân tích HTĐ,2(2-1-0-4),KSCS - KT điện - TC-C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D7-506
20251,TDDT,163026,163026,EE4572,Bảo trì dự báo,2(2-1-0-4),KSCS - KT điện - TC-C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D7-504
20251,TDDT,163027,163027,EE4571,"Giám sát, chuẩn đoán sự cố trong TBĐ",2(2-1-0-4),KSCS - KT điện - TC-C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D7-504
20251,TDDT,163028,163028,EE4573,Đánh giá tuổi thọ và độ tin cậy của TBĐ,2(2-1-0-4),KSCS - KT điện - TC-C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D9-408
20251,TDDT,163029,163029,EE4271,Công nghệ xử lý nước thải,2(2-1-0-4),ĐK & TĐH-S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D3-405
20251,TDDT,163030,163030,EE4272,Công nghệ xử lý  xử lý rác thải,2(2-1-0-4),ĐK & TĐH-S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D7-502
20251,TDDT,163031,163031,EE4276,Tự động hóa nhà máy xi măng,2(2-0-0-4),ĐK & TĐH-S,1,Thu,0645-0815,1,2,Sáng,"2-9,11-19",D9-403
20251,TDDT,163032,163032,EE4281,Hệ thống giám sát khí thải nhà máy nhiệt điện,2(2-0-0-4),ĐK & TĐH-S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",C7-236
20251,TDDT,163033,163033,EE4274,Kỹ thuật điều khiển xe điện,2(2-1-0-4),ĐK & TĐH-S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D7-501
20251,TDDT,163034,163034,EE4224,Hệ thống truyền động thuỷ lực và khí nén,2(2-0-1-4),ĐK & TĐH - MĐ 1-S,1,Thu,1015-1145,5,6,Sáng,"2-9,11-19",C7-223
20251,TDDT,163035,163035,EE4344,Kỹ thuật Robot,2(2-1-0-4),ĐK & TĐH - MĐ 1-S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D8-101
20251,TDDT,163036,163036,EE4421,Trang bị điện-điện tử các máy công nghiệp,2(2-1-0-4),ĐK & TĐH - MĐ 1-S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D3-405
20251,TDDT,163037,163037,EE4422,Vi điều khiển và ứng dụng,3(2-1-1-6),ĐK & TĐH - MĐ 1-S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D3-403
20251,TDDT,163038,163038,EE4422,Vi điều khiển và ứng dụng,3(2-1-1-6),ĐK & TĐH - MĐ 1-S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D3-403
20251,TDDT,163039,163039,EE4362,Hệ thống điều khiển máy CNC,2(2-1-0-4),ĐK & TĐH - MĐ 1-S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D3-406
20251,TDDT,163040,163040,EE4362,Hệ thống điều khiển máy CNC,2(2-1-0-4),ĐK & TĐH - MĐ 1-S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D3-406
20251,TDDT,163041,163041,EE4361,PLC trong điều khiển chuyển động,2(2-1-0-4),ĐK & TĐH - MĐ 1-S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D8-101
20251,TDDT,163042,163042,EE4232,Tương thích điện từ (EMC),2(2-1-0-4),ĐK & TĐH - MĐ 3-S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D7-502
20251,TDDT,163043,163043,EE4252,Thiết kế thiết bị đo,3(3-1-0-6),ĐK & TĐH - MĐ 3-S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D7-508
20251,TDDT,163044,163044,EE4266,Mạng và các giao thức trong IoT,2(2-1-0-4),ĐK & TĐH - MĐ 3-S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D7-502
20251,TDDT,163045,163045,EE4268,FPGA và ứng dụng ,2(2-1-0-4),ĐK & TĐH - MĐ 3-S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D7-502
20251,TDDT,163046,163046,EE5456,Học máy,2(2-1-0-4),ĐK & TĐH - MĐ 3-S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D7-502
20251,TDDT,163047,163047,EE5250,Xử lý tín hiệu,2(2-1-0-4),ĐK & TĐH - MĐ 3-S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",D7-502
20251,TDDT,163048,163048,EE4525,Vi hệ thống ,2(2-0-0-4),ĐK & TĐH - MĐ 3-S,1,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D7-508
20251,TDDT,163050,163050,EE4364,DCS & SCADA,2(2-1-0-4),ĐK & TĐH-C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",TC-210
20251,TDDT,163051,163051,EE4364,DCS & SCADA,2(2-1-0-4),ĐK & TĐH-C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",TC-210
20251,TDDT,163052,163052,EE4259,Học sâu,2(2-1-0-4),ĐK & TĐH-C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D7-506
20251,TDDT,163053,163053,EE4277,SCADA cho trạm biến áp,2(2-0-0-4),ĐK & TĐH-C,1,Tue,1410-1550,3,4,Chiều,"2-9,11-19",D7-502
20251,TDDT,163054,163054,EE4269,Hệ thống quản lý tòa nhà thông minh  ,2(2-1-0-4),ĐK & TĐH-C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D7-506
20251,TDDT,163055,163055,EE4278,Hệ thống đo lường điều khiển nhà máy điện,2(2-0-0-4),ĐK & TĐH-C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D7-502
20251,TDDT,163056,163056,EE5426,Thiết kế hệ thống biến đổi điện năng,2(2-1-0-4),ĐK & TĐH-C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",D4-204
20251,TDDT,163057,163057,EE4346,Thị giác máy tính,2(2-1-0-4),ĐK & TĐH-C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D7-502
20251,TDDT,163058,163058,EE5247,Nhà máy số,2(2-1-0-4),ĐK & TĐH-C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D4-204
20251,TDDT,163082,163082,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),ĐTVT-K69C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D7-203
20251,TDDT,163083,163083,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),ĐTVT-K69C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",D7-203
20251,TDDT,163084,163084,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),ĐTVT-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D7-201
20251,TDDT,163085,163085,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),ĐTVT-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D7-201
20251,TDDT,163086,163086,ET2100,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),ĐTVT-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D7-204
20251,TDDT,163092,163092,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",TC-512
20251,TDDT,163093,163093,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",TC-512
20251,TDDT,163094,163094,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",TC-513
20251,TDDT,163095,163095,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",TC-513
20251,TDDT,163096,163096,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D9-405
20251,TDDT,163097,163097,ET2040,Cấu kiện điện tử,3(3-0-1-6),ĐTVT-K69S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D9-405
20251,TDDT,163103,163103,ET2031,Kỹ thuật lập trình C/C++,2(2-1-0-4),Y sinh-K69C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",TC-512
20251,TDDT,163104,163104,ET2031,Kỹ thuật lập trình C/C++,2(2-1-0-4),Y sinh-K69C,1,Fri,1230-1455,1,3,Chiều,"2-9,11-19",TC-513
20251,TDDT,163105,163105,ET2050,Lý thuyết mạch,3(3-0-1-6),Y sinh-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-513
20251,TDDT,163106,163106,ET2050,Lý thuyết mạch,3(3-0-1-6),Y sinh-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",TC-513
20251,TDDT,163107,163107,ET2041,Cấu kiện điện tử,3(3-0-1-6),Y sinh-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D7-501
20251,TDDT,163108,163108,ET2072,Lý thuyết thông tin,2(2-0-1-4),ĐTVT-K68S,1,Mon,0645-0815,1,2,Sáng,"2-9,11-19",D4-404
20251,TDDT,163109,163109,ET2072,Lý thuyết thông tin,2(2-0-1-4),ĐTVT-K68S,1,Mon,0825-1005,3,4,Sáng,"2-9,11-19",D4-404
20251,TDDT,163110,163110,ET2072,Lý thuyết thông tin,2(2-0-1-4),ĐTVT-K68S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",D4-404
20251,TDDT,163111,163111,ET2072,Lý thuyết thông tin,2(2-0-1-4),ĐTVT-K68S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D4-404
20251,TDDT,163112,163112,ET3280,Anten và truyền sóng,2(2-0-1-4),ĐTVT-K68S,1,Mon,0645-0815,1,2,Sáng,"2-9,11-19",D4-405
20251,TDDT,163113,163113,ET3280,Anten và truyền sóng,2(2-0-1-4),ĐTVT-K68S,1,Mon,0825-1005,3,4,Sáng,"2-9,11-19",D4-405
20251,TDDT,163114,163114,ET3280,Anten và truyền sóng,2(2-0-1-4),ĐTVT-K68S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",D4-405
20251,TDDT,163115,163115,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D4-404
20251,TDDT,163116,163116,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68S,1,Mon,0645-1005,1,4,Sáng,"2-9,11-19",D4-502
20251,TDDT,163117,163117,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",D4-502
20251,TDDT,163117,163117,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68S,2,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D4-502
20251,TDDT,163118,163118,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D4-502
20251,TDDT,163119,163119,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),ĐTVT-K68C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",D4-304
20251,TDDT,163120,163120,ET4020,Xử lý tín hiệu số,3(3-0-1-6),ĐTVT-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D4-406
20251,TDDT,163121,163121,ET4020,Xử lý tín hiệu số,3(3-0-1-6),ĐTVT-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D4-405
20251,TDDT,163122,163122,ET4020,Xử lý tín hiệu số,3(3-0-1-6),ĐTVT-K68C,1,Fri,1505-1730,4,6,Chiều,"2-9,11-19",D8-505
20251,TDDT,163123,163123,ET3220,Điện tử số,3(3-0-1-6),ĐTVT-K68S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D4-504
